Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-11 00:00:00+01:00,1.1647952795028687,1.1676785945892334,1.1591111421585083,1.1647952795028687,0,0.0,0.0
2025-08-12 00:00:00+01:00,1.1618449687957764,1.1694538593292236,1.1599314212799072,1.1618449687957764,0,0.0,0.0
2025-08-13 00:00:00+01:00,1.1677058935165405,1.1730618476867676,1.1671879291534424,1.1677058935165405,0,0.0,0.0
2025-08-14 00:00:00+01:00,1.171289324760437,1.1715638637542725,1.1638462543487549,1.171289324760437,0,0.0,0.0
2025-08-15 00:00:00+01:00,1.1651345491409302,1.171522617340088,1.1647816896438599,1.1651345491409302,0,0.0,0.0
2025-08-18 00:00:00+01:00,1.1706587076187134,1.1710972785949707,1.166167140007019,1.1706587076187134,0,0.0,0.0
2025-08-19 00:00:00+01:00,1.1668338775634766,1.169344425201416,1.1641037464141846,1.1668338775634766,0,0.0,0.0
2025-08-20 00:00:00+01:00,1.164252758026123,1.1672561168670654,1.1623852252960205,1.164252758026123,0,0.0,0.0
2025-08-21 00:00:00+01:00,1.165175199508667,1.1661943197250366,1.1602678298950195,1.165175199508667,0,0.0,0.0
2025-08-22 00:00:00+01:00,1.16130530834198,1.1730343103408813,1.1583592891693115,1.16130530834198,0,0.0,0.0
2025-08-25 00:00:00+01:00,1.1709601879119873,1.1719757318496704,1.1667250394821167,1.1709601879119873,0,0.0,0.0
2025-08-26 00:00:00+01:00,1.1618449687957764,1.1664528846740723,1.1602543592453003,1.1618449687957764,0,0.0,0.0
2025-08-27 00:00:00+01:00,1.1639411449432373,1.1642799377441406,1.157474398612976,1.1639411449432373,0,0.0,0.0
2025-08-28 00:00:00+01:00,1.1647952795028687,1.168770432472229,1.1629530191421509,1.1647952795028687,0,0.0,0.0
2025-08-29 00:00:00+01:00,1.1681560277938843,1.1707408428192139,1.1654332876205444,1.1681560277938843,0,0.0,0.0
2025-09-01 00:00:00+01:00,1.1691803932189941,1.1735849380493164,1.1688660383224487,1.1691803932189941,0,0.0,0.0
2025-09-02 00:00:00+01:00,1.1715912818908691,1.1716049909591675,1.1613458395004272,1.1715912818908691,0,0.0,0.0
2025-09-03 00:00:00+01:00,1.163602590560913,1.1682243347167969,1.1609817743301392,1.163602590560913,0,0.0,0.0
2025-09-04 00:00:00+01:00,1.16604483127594,1.1667931079864502,1.1632235050201416,1.16604483127594,0,0.0,0.0
2025-09-05 00:00:00+01:00,1.1656913757324219,1.1759172677993774,1.1653246879577637,1.1656913757324219,0,0.0,0.0
2025-09-08 00:00:00+01:00,1.1713168621063232,1.175585389137268,1.1705764532089233,1.1713168621063232,0,0.0,0.0
2025-09-09 00:00:00+01:00,1.1769136190414429,1.1780366897583008,1.1718658208847046,1.1769136190414429,0,0.0,0.0
2025-09-10 00:00:00+01:00,1.1702749729156494,1.1730204820632935,1.1688660383224487,1.1702749729156494,0,0.0,0.0
2025-09-11 00:00:00+01:00,1.1703435182571411,1.1745636463165283,1.1668883562088013,1.1703435182571411,0,0.0,0.0
2025-09-12 00:00:00+01:00,1.1734747886657715,1.1748120784759521,1.170261263847351,1.1734747886657715,0,0.0,0.0
2025-09-15 00:00:00+01:00,1.1726491451263428,1.1774401664733887,1.1717147827148438,1.1726491451263428,0,0.0,0.0
2025-09-16 00:00:00+01:00,1.1763737201690674,1.1852554082870483,1.17583429813385,1.1763737201690674,0,0.0,0.0
2025-09-17 00:00:00+01:00,1.1871408224105835,1.187295913696289,1.18343186378479,1.1871408224105835,0,0.0,0.0
2025-09-18 00:00:00+01:00,1.1826341152191162,1.1848341226577759,1.1751296520233154,1.1826341152191162,0,0.0,0.0
2025-09-19 00:00:00+01:00,1.1791062355041504,1.1793843507766724,1.1730343103408813,1.1791062355041504,0,0.0,0.0
2025-09-22 00:00:00+01:00,1.1736950874328613,1.1786893606185913,1.172717809677124,1.1736950874328613,0,0.0,0.0
2025-09-23 00:00:00+01:00,1.1801080703735352,1.1820051670074463,1.178175449371338,1.1801080703735352,0,0.0,0.0
2025-09-24 00:00:00+01:00,1.1814465522766113,1.1816558837890625,1.1731306314468384,1.1814465522766113,0,0.0,0.0
2025-09-25 00:00:00+01:00,1.1744670867919922,1.1754333972930908,1.1667931079864502,1.1744670867919922,0,0.0,0.0
2025-09-26 00:00:00+01:00,1.1665889024734497,1.1709601879119873,1.1661807298660278,1.170823097229004,0,0.0,0.0
